Unique_Name,Transaction_Amount,Country_Amount_Interaction,Velocity_Risk,Transaction_Amount_Squared,Num_Transactions_24h,Risk_Velocity,Is_Suspicious,Country_Amount_Interaction_Squared,Velocity_Risk_Squared,Transaction_Amount_x_Country_Amount_Interaction
IMP_Record_00931,139442.14,5.58,5.44,19444110407.779602,39,23.82,1,31.136400000000002,29.593600000000006,778087.1412000001
IMP_Record_00932,834946.74,58.45,5.01,697136058636.6276,6,1.59,1,3416.4025,25.100099999999998,48802636.953
IMP_Record_00933,984403.74,78.75,8.86,969050723325.9875,9,2.59,1,6201.5625,78.49959999999999,77521794.525
IMP_Record_00934,525737.61,26.29,10.51,276400034568.5121,20,10.23,1,691.1641,110.4601,13821641.7669
IMP_Record_00935,171762.12,8.59,0.17,29502225866.894398,1,0.81,1,73.7881,0.028900000000000006,1475436.6108
IMP_Record_00936,272380.1,5.45,2.18,74190918876.01,8,0.4,1,29.7025,4.752400000000001,1484471.545
IMP_Record_00937,18488.84,1.48,0.43,341837204.5456,23,13.88,1,2.1904,0.18489999999999998,27363.4832
IMP_Record_00938,914307.38,18.29,2.74,835957985122.4644,3,2.42,1,334.5241,7.507600000000001,16722681.9802
IMP_Record_00939,117839.31,7.07,0.47,13886102981.2761,4,0.63,1,49.9849,0.22089999999999999,833123.9217000001
IMP_Record_00940,576558.82,46.12,14.41,332420072919.79236,25,0.38,1,2127.0544,207.6481,26590892.778399996
IMP_Record_00941,274127.82,16.45,12.88,75146061697.95241,47,14.7,1,270.60249999999996,165.89440000000002,4509402.6389999995
IMP_Record_00942,554222.58,22.17,21.06,307162668181.8563,38,22.35,1,491.5089000000001,443.52359999999993,12287114.5986
IMP_Record_00943,651455.25,26.06,9.77,424393942752.5625,15,2.07,1,679.1235999999999,95.45289999999999,16976923.814999998
IMP_Record_00944,829758.83,49.79,17.42,688499715962.9689,21,8.95,1,2479.0441,303.4564000000001,41313692.1457
IMP_Record_00945,206500.63,8.26,7.23,42642510190.396904,35,19.33,1,68.2276,52.27290000000001,1705695.2038
IMP_Record_00946,11094.73,0.89,0.51,123093033.77289999,46,27.55,1,0.7921,0.2601,9874.3097
IMP_Record_00947,136971.94,12.33,1.92,18761312347.3636,14,3.84,1,152.0289,3.6864,1688864.0202000001
IMP_Record_00948,900028.64,9.0,32.4,810051552820.2496,36,14.4,1,81.0,1049.76,8100257.76
IMP_Record_00949,873902.69,34.96,10.49,763705911589.236,12,9.34,1,1222.2016,110.04010000000001,30551638.0424
IMP_Record_00950,597453.36,23.9,10.16,356950517375.2896,17,16.0,1,571.2099999999999,103.2256,14279135.304
IMP_Record_00951,600556.81,12.01,23.42,360668482037.37616,39,33.61,1,144.24009999999998,548.4964000000001,7212687.2881000005
IMP_Record_00952,665070.17,39.9,5.99,442318331023.829,9,5.08,1,1592.01,35.880100000000006,26536299.783
IMP_Record_00953,175453.74,5.26,6.14,30784014879.9876,35,14.36,1,27.667599999999997,37.6996,922886.6723999999
IMP_Record_00954,914420.5,64.01,11.89,836164850820.25,13,4.33,1,4097.280100000001,141.37210000000002,58532056.205000006
IMP_Record_00955,418828.65,20.94,6.28,175417438060.8225,15,1.87,1,438.4836000000001,39.4384,8770271.931000002
IMP_Record_00956,383200.21,15.33,6.9,146842400944.04413,18,1.92,1,235.0089,47.61000000000001,5874459.2193
IMP_Record_00957,518965.81,25.95,17.13,269325511948.9561,33,22.72,1,673.4024999999999,293.4369,13467162.7695
IMP_Record_00958,47061.27,3.76,0.28,2214763134.0129,6,1.56,1,14.137599999999999,0.07840000000000001,176950.37519999998
IMP_Record_00959,166366.74,4.99,4.49,27677892178.227596,27,6.88,1,24.900100000000002,20.160100000000003,830170.0326
IMP_Record_00960,738059.81,51.66,16.98,544732283137.2362,23,22.96,1,2668.7555999999995,288.3204,38128169.7846
IMP_Record_00961,82890.39,4.97,2.24,6870816754.3521,27,5.07,1,24.700899999999997,5.017600000000001,411965.23829999997
IMP_Record_00962,603191.79,6.03,20.51,363840335523.4042,34,5.03,1,36.3609,420.66010000000006,3637246.4937000005
IMP_Record_00963,245424.57,17.18,11.29,60233219559.684906,46,4.54,1,295.1524,127.46409999999999,4216394.1126
IMP_Record_00964,389356.68,27.25,14.8,151598624260.6224,38,22.03,1,742.5625,219.04000000000002,10609969.53
IMP_Record_00965,288764.87,2.89,4.04,83385150146.1169,14,8.79,1,8.3521,16.3216,834530.4743
IMP_Record_00966,355737.15,32.02,12.81,126548919890.12251,36,13.15,1,1025.2804,164.0961,11390703.543000001
IMP_Record_00967,719074.0,43.14,5.75,517067417476.0,8,4.28,1,1861.0596,33.0625,31020852.36
IMP_Record_00968,297192.0,5.94,10.4,88323084864.0,35,27.59,1,35.28360000000001,108.16000000000001,1765320.4800000002
IMP_Record_00969,566448.0,28.32,10.76,320863336704.0,19,15.54,1,802.0224000000001,115.77759999999999,16041807.36
IMP_Record_00970,476102.8,19.04,14.28,226673876167.84,30,28.74,1,362.5216,203.9184,9064997.311999999
IMP_Record_00971,663704.8,46.46,9.29,440504061543.04004,14,11.54,1,2158.5316000000003,86.30409999999999,30835725.008
IMP_Record_00972,936836.06,74.95,18.74,877661803316.3237,20,11.3,1,5617.5025000000005,351.1875999999999,70215862.69700001
IMP_Record_00973,732598.84,7.33,35.9,536701060369.3456,49,8.8,1,53.7289,1288.81,5369949.4972
IMP_Record_00974,215018.88,10.75,5.38,46233118756.4544,25,2.49,1,115.5625,28.944399999999998,2311452.96
IMP_Record_00975,31280.02,0.94,1.25,978439651.2004,40,2.18,1,0.8835999999999999,1.5625,29403.2188
IMP_Record_00976,262337.82,2.62,6.3,68821131802.3524,24,16.0,1,6.864400000000001,39.69,687325.0884
IMP_Record_00977,595118.42,17.85,8.33,354165933823.29645,14,11.31,1,318.62250000000006,69.3889,10622863.797000002
IMP_Record_00978,51520.67,3.09,1.34,2654379437.2489,26,13.23,1,9.5481,1.7956000000000003,159198.87029999998
IMP_Record_00979,496416.61,34.75,18.86,246429450683.8921,38,2.08,1,1207.5625,355.6996,17250477.197499998
IMP_Record_00980,596883.16,47.75,13.73,356269506691.58563,23,12.32,1,2280.0625,188.5129,28501170.89
IMP_Record_00981,334310.47,13.37,7.35,111763490351.62088,22,20.59,1,178.75689999999997,54.022499999999994,4469730.983899999
IMP_Record_00982,770935.11,23.13,37.0,594340943830.712,48,28.69,1,534.9969,1369.0,17831729.094299998
IMP_Record_00983,106687.59,5.33,2.03,11382241860.008099,19,15.38,1,28.4089,4.120899999999999,568644.8547
IMP_Record_00984,75230.27,6.77,3.46,5659593524.272901,46,36.81,1,45.832899999999995,11.9716,509308.9279
IMP_Record_00985,728215.94,43.69,2.18,530298455270.0835,3,2.8,1,1908.8160999999998,4.752400000000001,31815754.418599997
IMP_Record_00986,495541.77,44.6,20.81,245561645814.7329,42,32.35,1,1989.16,433.05609999999996,22101162.942
IMP_Record_00987,688433.56,41.31,13.08,473940766534.2737,19,14.21,1,1706.5161000000003,171.0864,28439190.363600004
IMP_Record_00988,434883.86,8.7,3.91,189123971688.49957,9,2.11,1,75.68999999999998,15.288100000000002,3783489.5819999995
IMP_Record_00989,246477.39,12.32,6.9,60751103781.212105,28,1.68,1,151.7824,47.61000000000001,3036601.4448
IMP_Record_00990,819120.41,73.72,16.38,670958246078.5681,20,10.35,1,5434.6384,268.3044,60385556.6252
IMP_Record_00991,799435.94,63.95,35.97,639097822163.6835,45,5.6,1,4089.6025000000004,1293.8409,51123928.363
IMP_Record_00992,694727.0,48.63,4.86,482645604529.0,7,6.74,1,2364.8769,23.619600000000002,33784574.010000005
IMP_Record_00993,272217.92,2.72,3.81,74102595969.12639,14,4.06,1,7.398400000000001,14.5161,740432.7424
IMP_Record_00994,590271.64,23.61,5.31,348420608988.2896,9,7.68,1,557.4321,28.196099999999994,13936313.4204
IMP_Record_00995,361037.8,25.27,6.86,130348293028.84,19,7.36,1,638.5729,47.0596,9123425.206
IMP_Record_00996,91672.92,6.42,4.31,8403924261.3264,47,15.19,1,41.2164,18.576099999999997,588540.1464
IMP_Record_00997,917321.84,55.04,12.84,841479358140.9856,14,13.09,1,3029.4015999999997,164.8656,50489394.073599994
IMP_Record_00998,136904.95,10.95,5.2,18742965334.502502,38,13.81,1,119.90249999999999,27.040000000000003,1499109.2025000001
IMP_Record_00999,950242.33,57.01,34.21,902960485723.8289,36,14.05,1,3250.1400999999996,1170.3241,54173315.23329999
IMP_Record_01000,446061.17,13.38,17.84,198970567381.7689,40,4.24,1,179.0244,318.2656,5968298.4546
